Title,Text,Author,Source,Label,,,
Musical The Kind With Number About Putting On A Show  ,,The Onion,Twitter,Satirical,,,
New Census Study Finds That 40% Of U.S. Population Is Filler  ,,The Onion,Twitter,Satirical,,,
Low-Carb Diet Linked To Dying Young  ,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Trump: ‘The Only Way To Find Out What Happened At The Saudi Consulate Is To Send In More Journalists One At A Time’  ,,The Onion,Twitter,Satirical,,,
White House Releases Moving Statement Honoring Woman Who Called Obama An Arab In 2008  ,,The Onion,Twitter,Satirical,,,
Midterms 2018: Key House Races To Watch  ,,The Onion,Twitter,Satirical,,,
Insane Man Gets A Little Perspective By Reminding Himself That He Is God  ,,The Onion,Twitter,Satirical,,,
"‘You’ve Got Them Right Where You Want Them, Mikey,’ Michael Cohen Mutters To Self After Pleading Guilty Again…  ",,The Onion,Twitter,Satirical,,,
Great Mosque Of Mecca Hosts Annual Christmas Tree Lighting  ,,The Onion,Twitter,Satirical,,,
"This Week's Editorial Cartoon: ""Class Is Dismissed""  ",,The Onion,Twitter,Satirical,,,
Taylor Swift Breaks Political Silence To Throw Support Behind Restoring Shōgun To Throne Of Japan…  ,,The Onion,Twitter,Satirical,,,
RT @ClickHole: This is an incredible new service!  ,,The Onion,Twitter,Satirical,,,
55-Year-Old Guy Dominating YMCA Pickup Basketball Game  ,,The Onion,Twitter,Satirical,,,
Manager Slits Own Throat After Realizing Some Members Of Company Not On Same Page  ,,The Onion,Twitter,Satirical,,,
U.N. Reports Says Humanity Has 12 Years To Avert Climate-Related Catastrophe  ,,The Onion,Twitter,Satirical,,,
Visit  ,,The Onion,Twitter,Satirical,,,
Nation's Uncles Enter Last Stage Of Prep For Thursday's Thanksgiving Debates  ,,The Onion,Twitter,Satirical,,,
"‘The Investigation Ends Now,’ Growls Shadow Counsel Holding Mueller By Throat At Top Of Washington Monument…  ",,The Onion,Twitter,Satirical,,,
The 2 People We Had Sex With This Year  ,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: ClickHole Is Experimenting With Non-Viral Content That Nobody Wants To Click On, So Here Are Some Pictures Of Unremarkable C…",,The Onion,Twitter,Satirical,,,
New Study Confirms This Didn’t Even Feel Like A 4-Day Work Week  ,,The Onion,Twitter,Satirical,,,
Trump Administration Launches Human Rights Investigation Into Senate’s Harsh Treatment Of Mohammad Bin Salman…  ,,The Onion,Twitter,Satirical,,,
Skip Bayless Rips Shannon Sharpe's Heart From Body During Debate On Cowboys O-Line  ,,The Onion,Twitter,Satirical,,,
Schnauzers Rioting Outside Madison Square Garden Following Westminster Dog Show Defeat  ,,The Onion,Twitter,Satirical,,,
"Orrin Hatch: ‘As A Father Of Daughters, I Don’t Give A Flying Fuck What Happens To Them’  ",,The Onion,Twitter,Satirical,,,
Older Cousin Thinks It About Time To Have Uninformed Sex Talk With Area 8-Year-Old  ,,The Onion,Twitter,Satirical,,,
College Freshman Has Friend From Home Visiting Way Too Soon  ,,The Onion,Twitter,Satirical,,,
Visit  ,,The Onion,Twitter,Satirical,,,
Raiders Announce Plan To Play 2019 Home Games In Jon Gruden’s Backyard  ,,The Onion,Twitter,Satirical,,,
Uber Offering Discounted Wages For Election Day  ,,The Onion,Twitter,Satirical,,,
"Oliver Stone Thriller ‘Individual 1’ Already Written, Filmed, Nominated For 5 Golden Globes  ",,The Onion,Twitter,Satirical,,,
Dog’s Eye Gunk Wiped Back On Dog  ,,The Onion,Twitter,Satirical,,,
Tips For High School Athletes  ,,The Onion,Twitter,Satirical,,,
George H.W. Bush Remembered For Vast Contributions To AIDS Quilting Community  ,,The Onion,Twitter,Satirical,,,
Shocking Biblical Study Reveals Methushael Did Not Beget Lamech  ,,The Onion,Twitter,Satirical,,,
Study Finds Growing Number Of Americans Would Be Comfortable With Female Pep Boy  ,,The Onion,Twitter,Satirical,,,
National News Highlights  ,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Environmental Crisis: This Photo Of A Baboon Eating The Bugs Out Of Regis Philbin’s Hair On A Tiny Chunk Of Melting Ice Show…,,The Onion,Twitter,Satirical,,,
Area Dad Suffers Massive Nothing To Worry About  ,,The Onion,Twitter,Satirical,,,
Italian Grandmother Doesn't Have Heart To Tell Family Any Dipshit Can Make Lasagna  ,,The Onion,Twitter,Satirical,,,
Visit  ,,The Onion,Twitter,Satirical,,,
New York City Announces Subway Just For Amazon Employees Now  ,,The Onion,Twitter,Satirical,,,
Doctor Trying To Get Unemployed Friend A Doctor Job  ,,The Onion,Twitter,Satirical,,,
Bisquick Unveils Sprawling State-Of-The-Art Silicon Valley Campus  ,,The Onion,Twitter,Satirical,,,
New Employee Has Never Known Decadent Pleasures Of Old Office  ,,The Onion,Twitter,Satirical,,,
Wealthy Americans Assure Populace That Heavily Armed Floating City Being Built Above Nation Has Nothing To Do With…  ,,The Onion,Twitter,Satirical,,,
Depressed Mueller Wonders What It Is About Him That Makes Everyone Lie To Him  ,,The Onion,Twitter,Satirical,,,
Trump Administration Urges Saudis To Stick To Killing Random Yemeni Civilians  ,,The Onion,Twitter,Satirical,,,
"The Week In Pictures – Week Of November 5, 2018  ",,The Onion,Twitter,Satirical,,,
GOP Officials: Kavanaugh Shouldn't Be Held Accountable For Something He Did As White Teenager…  ,,The Onion,Twitter,Satirical,,,
"Matt Lauer Spending More Time With Friends, Family After Installing Automatic Locking Devices On Doors At Home…  ",,The Onion,Twitter,Satirical,,,
Humiliation Of Women Receives 10 Billionth Standing Ovation  ,,The Onion,Twitter,Satirical,,,
"Ryan Zinke Apologizes For Misuse Of Government Funds By Sending Ethics Committee $160,000 Vase…  ",,The Onion,Twitter,Satirical,,,
"The Week In Pictures – Week Of November 19, 2018  ",,The Onion,Twitter,Satirical,,,
"Study Finds 'Missionary,' 'In Love' Most Popular Porn Search Terms  ",,The Onion,Twitter,Satirical,,,
Carl Bernstein Weeps Uncontrollably After Learning Bob Woodward Wrote A President Book Without Him…  ,,The Onion,Twitter,Satirical,,,
Saudis Admit Journalist Khashoggi Died During Botched Assassination Attempt  ,,The Onion,Twitter,Satirical,,,
Fucking Loser At Movie All By Himself  ,,The Onion,Twitter,Satirical,,,
This Weekend's Onion Magazine:  ,,The Onion,Twitter,Satirical,,,
Kotex Introduces New Confetti Popper Tampons For Ringing In The New Year  ,,The Onion,Twitter,Satirical,,,
"Apple Will Build $1 Billion Campus In Austin, Adding 5,000 Jobs  ",,The Onion,Twitter,Satirical,,,
Cool Glitch Effect On Movie Studio Logo Must Mean Shit About To Go Down  ,,The Onion,Twitter,Satirical,,,
University Admits It Pretty Weird They Let Bunch Of 20-Year-Olds Live In Big Mansion And Torture Each Other…  ,,The Onion,Twitter,Satirical,,,
Sandwich Previously Thought Incapable Of Looking More Depressing Flattened In Backpack  ,,The Onion,Twitter,Satirical,,,
Researchers Publish List Of Ways Animals Can Help Fight Climate Change  ,,The Onion,Twitter,Satirical,,,
Modern Science Still Only Able To Predict One Upcoming Tetris Block  ,,The Onion,Twitter,Satirical,,,
Record Number Of Women To Take Seats In Congress  ,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Bold New Strategy: Febreze Has Released A New Line Of Guns To Shoot Your Dog With If It Starts To Smell  ,,The Onion,Twitter,Satirical,,,
Did You Know?  ,,The Onion,Twitter,Satirical,,,
Goody Introduces New Line Of Governess Hairbrushes For Raking Across The Scalps Of Insolent Little Girls…  ,,The Onion,Twitter,Satirical,,,
"The Week In Pictures – Week Of October 15, 2018  ",,The Onion,Twitter,Satirical,,,
"Fortnite, Spider-Man Top 2018’s Most Popular Halloween Costumes  ",,The Onion,Twitter,Satirical,,,
Man Experiencing First Real Moment Of Peace In Years Resuscitated  ,,The Onion,Twitter,Satirical,,,
"Oh God, Teacher Arranged Desks In Giant Circle  ",,The Onion,Twitter,Satirical,,,
"Sometimes, In My Lowest Moments, I Feel Like No One Would Even Care If I Dyed My Hair  ",,The Onion,Twitter,Satirical,,,
Grandmother Shown Around Retirement Home Where She Will Die  ,,The Onion,Twitter,Satirical,,,
Lunch Place Uses Way Too Much Mayo In Fruit Salad  ,,The Onion,Twitter,Satirical,,,
Ecologists Discover 400 Species Of Charles Darwin Living In Galápagos Islands  ,,The Onion,Twitter,Satirical,,,
"God Announces Plans To Shift Majority Of Resources Tied Up In Humanity Project To Birds, Rocks…  ",,The Onion,Twitter,Satirical,,,
Man Stuck In Dead-End Body  ,,The Onion,Twitter,Satirical,,,
"‘Don’t Make Me Regret This,’ Mueller Tells Rick Gates Before Uncuffing Him To Work On Investigation Together…  ",,The Onion,Twitter,Satirical,,,
"New York Family Man Latest Victim Of Nation’s Misguided War On Tax Evasion, Perjury, Campaign Finance Violations…  ",,The Onion,Twitter,Satirical,,,
American Classmates Having Difficulty Understanding Better Educated Foreign Exchange Student  ,,The Onion,Twitter,Satirical,,,
Frat Nutritionists Dare Americans To Swallow More Live Goldfish  ,,The Onion,Twitter,Satirical,,,
National News Highlights  ,,The Onion,Twitter,Satirical,,,
Flu Can’t Wait To Get The Fuck Out Of Area Man’s Body  ,,The Onion,Twitter,Satirical,,,
Puberty Absolutely Teeing Off On Area Teen  ,,The Onion,Twitter,Satirical,,,
Nurse’s Tray All Scalpels  ,,The Onion,Twitter,Satirical,,,
Street Harasser Haunted By Woman Who Got Away With Dignity Intact  ,,The Onion,Twitter,Satirical,,,
"Strange, Nightmarish Incident Results In Man Waking Up As Giant Kafka  ",,The Onion,Twitter,Satirical,,,
Naked Man Refusing To Let Unworthy Attire Touch His Body Until Launch Of New Onion Store Merchandise…  ,,The Onion,Twitter,Satirical,,,
Kushner Assures Worried Ivanka They’d Definitely Be Last Jews To Go  ,,The Onion,Twitter,Satirical,,,
"Just look at this clip of Kirby in action. How a backwards, demeaning image like this made it into a game in 2018 i…  ",,The Onion,Twitter,Satirical,,,
Mom’s Head Rotates Demonically After Passing Sign For Antique Wicker Furniture  ,,The Onion,Twitter,Satirical,,,
Last-Ditch Dating Website Simply Asks Users To Check ‘Yes’ If They Have Open Sores  ,,The Onion,Twitter,Satirical,,,
Fourth Verse Of Christmas Carol Gets Super Religious  ,,The Onion,Twitter,Satirical,,,
Kid With Rough Home Life Gives Mickey Extra Long Hug  ,,The Onion,Twitter,Satirical,,,
"If you enter a subway station and cannot prove you work for Jeff Bezos, you will be arrested.  ",,The Onion,Twitter,Satirical,,,
Sex Shop Bathroom Key Attached To 18-Inch Double Dildo  ,,The Onion,Twitter,Satirical,,,
Antidepressant Medication Label Reminds Users That Pill Should Never Be Mixed With Long Look In Mirror…  ,,The Onion,Twitter,Satirical,,,
"You Will Die Someday And It Will Be Sad,' All Man Thinking During Dinner With Parents  ",,The Onion,Twitter,Satirical,,,
Man Watches Helplessly As White Elephant Exchange Completely Devolves Into Friends Just Chatting And Having Nice Ti…  ,,The Onion,Twitter,Satirical,,,
Area Man Accepts Burden Of Being Only Person On Earth Who Understands How World Actually Works…  ,,The Onion,Twitter,Satirical,,,
Is Football Bad For The NFL?  ,,The Onion,Twitter,Satirical,,,
Family At Restaurant Reminds Grandma What Food She Likes  ,,The Onion,Twitter,Satirical,,,
"Your Horoscopes — Week Of September 25, 2018  ",,The Onion,Twitter,Satirical,,,
RT @ClickHole: Possible Voter Suppression? Lots Of Laser Tag Places Are Still Open Today  ,,The Onion,Twitter,Satirical,,,
National News Highlights  ,,The Onion,Twitter,Satirical,,,
New Babysitter Can Already Tell This Kind Of Kid Who Gets Naked For No Reason  ,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Zamboni Jams Up After Running Over Large Patch Of Loose Teeth  ,,The Onion,Twitter,Satirical,,,
Man Realizes He Only One Of College Friends Falling Out Of Touch  ,,The Onion,Twitter,Satirical,,,
The Best Podcasts Of 2018  ,,The Onion,Twitter,Satirical,,,
Hank's Having A Great Time In The Studio Alone On Thanksgiving  ,,The Onion,Twitter,Satirical,,,
Study: People Far Away From You Not Actually Smaller  ,,The Onion,Twitter,Satirical,,,
"For more world-renowned reportage, visit  ",,The Onion,Twitter,Satirical,,,
RT @TheOnion: Purina Introduces ‘Own Shit’ Dog Food Flavor  ,,The Onion,Twitter,Satirical,,,
New NFL Safety Rule Encourages Players To Take Out More Aggression Off The Field  ,,The Onion,Twitter,Satirical,,,
Will The Pacers Ever Be Able To Return To The Glory Of Their 2004 Brawl With Fans?  ,,The Onion,Twitter,Satirical,,,
Biggest Issues In The 2018 Midterms  ,,The Onion,Twitter,Satirical,,,
Toddler Shits Her Way Through 3rd Halloween Costume Of Night  ,,The Onion,Twitter,Satirical,,,
Area Family Has No Idea Where Dad Gets Shirts  ,,The Onion,Twitter,Satirical,,,
2078 Nancy Pelosi Hologram Nominated For 38th Term In House As Party Leader  ,,The Onion,Twitter,Satirical,,,
Obama Finishes Production On New Netflix Reality Series Where 24 Young Women Vie For Heart Of Former President…  ,,The Onion,Twitter,Satirical,,,
Stadium Crowd Unsure When It Okay To Sit After Honoring WWII Veteran  ,,The Onion,Twitter,Satirical,,,
‘Boy Meets World’ Turns 25  ,,The Onion,Twitter,Satirical,,,
Voter Turnout Could Hit 50-Year High For Midterm Elections  ,,The Onion,Twitter,Satirical,,,
Area Grandmother Tries Indian Food  ,,The Onion,Twitter,Satirical,,,
Frazzled Robert Mueller Walking Around With Piece Of Russia Investigation Document Stuck To His Shoe…  ,,The Onion,Twitter,Satirical,,,
Embarrassed Snake Can’t Believe Documentary Crew Caught It Whiffing While Lunging At Toad  ,,The Onion,Twitter,Satirical,,,
"Judi Dench, Jack Nicholson, Jeremy Irons, Meryl Streep Fondly Recall Getting Start As Part Of 1993 Mouseketeer Clas…  ",,The Onion,Twitter,Satirical,,,
Dad Apparently Using Spanish Accent To Pronounce Middle Eastern Food Now  ,,The Onion,Twitter,Satirical,,,
"‘It’s Like You’re Hearing Me But You’re Not Listening To Me,’ Says Man To Representative On Oscar Mayer Customer Se…  ",,The Onion,Twitter,Satirical,,,
"RT @ClickHole: This Will Change The Way You Watch ""Star Wars: Episode IV - A New Hope""  ",,The Onion,Twitter,Satirical,,,
John Kelly Relieved Trump So Fucking Stupid He’ll Believe Woodward Made Up Disparaging Quotes…  ,,The Onion,Twitter,Satirical,,,
Tokyo Adds 100-Story Toadstool To Skyline  ,,The Onion,Twitter,Satirical,,,
Horrifying Email From Ex-Girlfriend Titled ‘A Few Things’  ,,The Onion,Twitter,Satirical,,,
Conservative Floridian Enjoys Living Under Sharia Law More Than He Thought He Would  ,,The Onion,Twitter,Satirical,,,
"Anguished, Screaming Trump Bans Father’s Ghost From Press Room For Silently Pointing At Him  ",,The Onion,Twitter,Satirical,,,
Trump Announces He’ll Pay Legal Fees Of Any Rally Attendee Who Beats Up Ted Cruz  ,,The Onion,Twitter,Satirical,,,
Nation Excited To See Whatever Bile The Internet Spews Up Today  ,,The Onion,Twitter,Satirical,,,
John Kelly Out As Chief Of Staff  ,,The Onion,Twitter,Satirical,,,
Senate Republicans Seek To Delay Kavanaugh Vote Until Accuser Properly Smeared  ,,The Onion,Twitter,Satirical,,,
Trump Disapproval Rating At All-Time High  ,,The Onion,Twitter,Satirical,,,
Class Is Dismissed  ,,The Onion,Twitter,Satirical,,,
NFL Players Absolutely Should Stand For The ‘Sunday Night Football’ Theme  ,,The Onion,Twitter,Satirical,,,
Woman Finds It Worrying That All Of New Boyfriend’s Previous Relationships Ended In Breakups  ,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: 7 Nihilistic Quotes That Only Brilliant, Misunderstood Young Males On The Internet Will Appreciate  ",,The Onion,Twitter,Satirical,,,
RT @ClickHole: At A Loss: The FCC Has Announced That They Can’t Understand What The Hell Is Happening In Anime And Honestly Have No Idea If…,,The Onion,Twitter,Satirical,,,
FAA Study Finds 64% Of Engine Failures Caused By Henchman Being Kicked Into Turbine  ,,The Onion,Twitter,Satirical,,,
Earth Passes Through Temporal Vortex Hurling Planet Into Year 2019  ,,The Onion,Twitter,Satirical,,,
Charity Notes Even One Dollar Can Help A Needy Child But You’d Have To Be A Dick To Give That Little…  ,,The Onion,Twitter,Satirical,,,
"Your Horoscopes — Week Of October 9, 2018  ",,The Onion,Twitter,Satirical,,,
"Luke, Owen Wilson Recall Meeting On Set Of ‘The Royal Tenenbaums’  ",,The Onion,Twitter,Satirical,,,
National News Highlights  ,,The Onion,Twitter,Satirical,,,
Fox News Apologizes For Mistaking Patti LaBelle For Aretha Franklin  ,,The Onion,Twitter,Satirical,,,
Area Man Makes It Through Day  ,,The Onion,Twitter,Satirical,,,
Mother Feels A Little Validated After Daughter Who Stayed Out Late Gets Murdered  ,,The Onion,Twitter,Satirical,,,
Alabama School System's Lone Textbook Falling Apart  ,,The Onion,Twitter,Satirical,,,
Experts Warn Number Of Retirees Will Completely Overwhelm Scenic Railway Industry By 2030  ,,The Onion,Twitter,Satirical,,,
Wallace Shawn Emerges As Frontrunner To Replace Daniel Craig As James Bond  ,,The Onion,Twitter,Satirical,,,
White House Counsel To Step Down In Fall  ,,The Onion,Twitter,Satirical,,,
